id_cliente;nome_fantasia;tipo_profissional;bairro;zona;cep;latitude;longitude;canal_venda;data_cadastro;data_ultima_compra;qtd_pedidos_12m;faturamento_12m;ja_visitado;obs_visita
CLI-0342;Pura Farmácia de Manipulação;Farmácia;Perus;Norte (fora RMSP central);05240-768;-23.382354;-46.735420;Distribuidor;2025-09-02;2026-06-18;10;14465;Sim;Sem retorno
CLI-0343;Pura Clínica Médica;Consultório Médico;Mogi das Cruzes;Leste (fora RMSP central);01953-119;-23.527485;-46.182389;Indicação;2023-07-14;2026-03-18;11;41044;Não;
CLI-0344;Origem Atacado de Suplementos;Distribuidor de Suplementos;Moema;Sul;07346-539;-23.599221;-46.668313;Distribuidor;2024-12-20;2025-11-15;12;6448;Sim;Sem retorno
CLI-0345;Ápice Drogaria;Farmácia;perus  ;Norte (fora RMSP central);06069-372;-23.379130;-46.755132;Indicação;2025-02-11;2025-11-09;22;7021;Não;
CLI-0346;Essência Suplementos;Loja de Suplementos;Lapa;Oeste;02810-258;-23.535092;-46.696199;Marketplace ;2024-03-08;;0;0;Não;
CLI-0347;Ápice Farmácia de Manipulação;Farmácia;Guarulhos;Norte (fora RMSP central);03762-191;-23.444741;-46.536429;Marketplace;2024-05-12;2024-12-30;5;39045;Não;
CLI-0348;Bioforma Sports Nutrition;Loja de Suplementos;Jabaquara;Sul;04579-518;-23.632178;-46.626413;Loja Física;2025-03-03;2025-05-14;9;33708;Sim;Sem retorno
CLI-0349;Alma Drogaria;Farmácia;Moema;Sul;06442-894;-23.613404;-46.670237;Indicação;2026-01-28;2026-01-03;30;23821;Sim;Sem retorno
CLI-0350;Bioforma Clínica Médica;Consultório Médico;Jabaquara;Sul;03245-097;-23.652320;-46.645680;Indicação;2025-08-23;2024-11-02;13;616;Não;
CLI-0351;Viva Nutrição;Nutricionista;Mogi das Cruzes;Leste (fora RMSP central);05818-869;-23.509219;-46.205297;Loja Física;2026-02-05;;0;0;Não;
CLI-0352;Origem Clínica Médica;Consultório Médico;Guaianases;Leste;08120-168;-23.535375;-46.396103;Indicação;2025-12-01;;0;0;Não;
CLI-0353;Nutrivida Academia;Academia / Personal Trainer;Tucuruvi;Norte;02267-628;-23.494512;-46.598676;Marketplace;2024-04-07;2026-05-30;21;14969;Não;
CLI-0354;Origem Atacado de Suplementos;Distribuidor de Suplementos;Santo Amaro;Sul;03670-793;-23.639906;-46.710580;Indicação;2025-04-06;2024-11-06;4;4976;Sim;
CLI-0355;Harmonia Consultório de Nutrição;Nutricionista;Mogi das Cruzes;Leste (fora RMSP central);04035-345;-23.508465;-46.190304;Marketplace;2025-04-14;;0;0;Não;
CLI-0356;Ápice Consultório Médico;Consultório Médico;Itaquera;Leste;02607-409;-23.520074;-46.463550;Loja Física;2024-07-25;2026-03-18;25;68300;Não;
CLI-0357;Foco Estética;Clínica Estética;Bela Vista;Centro;07571-932;-23.571652;-46.656326;Marketplace;2026-01-04;2025-01-15;11;1223;Não;
CLI-0358;Cuidar Academia;Academia / Personal Trainer;Tucuruvi;Norte;06417-165;-23.466341;-46.616399;Distribuidor;2024-05-27;;0;0;Não;
CLI-0359;Prisma Farmácia;Farmácia;São Miguel Paulista;Leste;02428-592;-23.495389;-46.438575;Loja Física;2024-09-28;;0;0;Não;
CLI-0360;Novo Ciclo Studio Fitness;Academia / Personal Trainer;Pinheiros;Oeste;07260-449;-23.551859;-46.704221;Distribuidor;2024-08-22;2024-11-04;18;66007;Sim;Aumentou pedido
CLI-0361;Renove Nutrição;Nutricionista;Osasco;Oeste (fora RMSP central);07734-243;-23.517318;-46.797840;Loja Física;2023-09-16;;0;0;Não;
CLI-0362;Movimento House Nutrition;Loja de Suplementos;Tatuapé;Leste;03010-123;-23.552700;-46.566102;Marketplace;2026-01-16;2025-01-05;13;17087;Não;
CLI-0363;Viva Consultório Médico;Consultório Médico;Jabaquara;Sul;08630-948;-23.658985;-46.626195;Loja Física;2025-01-21;2024-09-23;26;19842;Não;
CLI-0364;Vitalis Atacado de Suplementos;Distribuidor de Suplementos;Santana;Norte;;-23.486091;-46.616500;Distribuidor;2024-12-17;2025-02-19;27;28619;Não;
CLI-0365;Cuidar House Nutrition;Loja de Suplementos;Tucuruvi;Norte;07061-376;-23.468853;-46.612414;Indicação;2025-06-02;2025-10-01;11;10725;Não;
CLI-0366;Origem Consultório Médico;Consultório Médico;Guaianases;Leste;07512-959;-23.552434;-46.423992;Distribuidor;2023-09-23;2026-03-21;13;43229;Não;
CLI-0367;Origem Clínica Nutricional;Nutricionista;Mogi das Cruzes;Leste (fora RMSP central);;-23.511963;-46.172735;Loja Física;2024-02-12;;0;0;Não;
CLI-0368;Prisma Academia;Academia / Personal Trainer;Ipiranga;Sul;07995-785;-23.607000;-46.622211;Loja Física;2024-04-15;2025-08-03;7;54828;Sim;Retorno positivo
CLI-0369;Cuidar Clínica Nutricional;Nutricionista;Diadema;Sul (ABC);02516-295;-23.680185;-46.612717;Indicação;2024-11-30;2025-02-25;2;4562;Sim;Sem retorno
CLI-0370;Essência Consultório de Nutrição;Nutricionista;Itaquaquecetuba;Leste (fora RMSP central);05432-439;-23.492053;-46.364220;Marketplace;2025-07-09;2025-06-07;9;43436;Não;
CLI-0371;Ápice Estética;Clínica Estética;Tatuapé;Leste;05392-680;-23.544864;-46.589307;Indicação;2024-02-09;2026-04-27;26;12647;Não;
CLI-0372;BemStar Distribuidora;Distribuidor de Suplementos;Itaquaquecetuba;Leste (fora RMSP central);01372-455;-23.470001;-46.352285;Marketplace;2024-04-29;2026-05-08;19;13124;Não;
CLI-0373;Equilíbrio Consultório Médico;Consultório Médico;Cotia;Oeste (fora RMSP central);05889-300;-23.618493;-46.905360;Loja Física;2024-09-27;2026-03-18;5;1717;Não;
CLI-0374;Vitalis Suplementos;Loja de Suplementos;Liberdade;Centro;05009-163;-23.542922;-46.636190;Distribuidor;2025-05-14;2025-04-20;8;24617;Sim;
CLI-0375;BemStar Consultório Médico;Consultório Médico;Perus;Norte (fora RMSP central);01541-848;-23.402626;-46.754591;Marketplace;2025-01-06;2024-08-20;12;44488;Sim;Retorno positivo
CLI-0376;Alma Academia;Academia / Personal Trainer;Liberdade;Centro;;-23.544987;-46.648029;Loja Física;2025-12-29;;0;0;Não;
CLI-0377;Vitalis Distribuidora;Distribuidor de Suplementos;Bela Vista;Centro;03156-715;-23.580119;-46.667191;Marketplace ;2026-01-02;2026-01-09;5;19400;Não;
CLI-0378;Ápice Espaço Estético;Clínica Estética;Vila Mariana;Sul;04565-106;-23.590825;-46.651736;Distribuidor;2024-02-16;2025-07-31;21;91407;Sim;
CLI-0379;Ápice Sports Nutrition;Loja de Suplementos;Perus;Norte (fora RMSP central);03396-170;-23.407687;-46.752822;Marketplace;2024-11-25;2024-11-17;12;18884;Não;
CLI-0380;Harmonia Consultório Médico;Consultório Médico;Osasco;Oeste (fora RMSP central);05773-379;-23.533406;-46.781352;Marketplace;2024-04-18;;0;0;Não;
CLI-0381;Alma Suplementos;Loja de Suplementos;Lapa;Oeste;04864-095;-23.536731;-46.707477;Loja Física;2026-06-14;2024-08-19;21;21805;Sim;
CLI-0382;Novo Ciclo Atacado de Suplementos;Distribuidor de Suplementos;Osasco;Oeste (fora RMSP central);04033-575;-23.537255;-46.809651;Loja Física;2025-05-23;2026-04-11;21;20248;Sim;Sem retorno
CLI-0383;Movimento Farmácia de Manipulação;Farmácia;Ipiranga;Sul;04256-009;-23.581441;-46.601895;Distribuidor;2025-05-11;;0;0;Não;
CLI-0384;Cuidar Espaço Estético;Clínica Estética;Liberdade;Centro;06030-905;-23.559678;-46.634995;Marketplace;2024-03-26;2024-11-29;27;22996;Não;
CLI-0385;Cuidar Academia;Academia / Personal Trainer;Tatuapé;Leste;05606-617;-23.543129;-46.587934;Distribuidor;2026-05-02;2025-03-23;11;43193;Não;
CLI-0386;Raiz Treinamento Funcional;Academia / Personal Trainer;Osasco;Oeste (fora RMSP central);04742-111;-23.549009;-46.774065;Loja Física;2025-09-21;2026-02-04;15;3093;Não;
CLI-0387;Prisma Suplementos;Loja de Suplementos;São Bernardo do Campo;Sul (ABC);07409-926;-23.683987;-46.561819;Indicação;2026-07-02;;0;0;Não;
CLI-0388;Harmonia House Nutrition;Loja de Suplementos;santo andré  ;Sul (ABC);05974-766;-23.656606;-46.528561;Indicação;2025-03-07;2025-03-06;1;25374;Não;
CLI-0389;Renove Atacado de Suplementos;Distribuidor de Suplementos;São Bernardo do Campo;Sul (ABC);08110-878;-23.692661;-46.552831;Indicação;2023-11-23;2025-04-20;3;4350;Não;
CLI-0390;Alma Suplementos;Loja de Suplementos;Cotia;Oeste (fora RMSP central);03181-258;-23.606605;-46.922041;Marketplace;2024-05-23;2024-11-23;21;16056;Não;
CLI-0391;Equilíbrio Farmácia;Farmácia;Tucuruvi;Norte;;-23.494546;-46.597699;Loja Física;2023-07-10;2025-09-12;13;233;Não;
CLI-0392;Cuidar Consultório de Nutrição;Nutricionista;Osasco;Oeste (fora RMSP central);08102-954;-23.526781;-46.780418;Indicação;2023-08-15;2025-03-06;9;8605;Não;
CLI-0393;Harmonia Clínica de Estética;Clínica Estética;Tatuapé;Leste;04608-482;-23.527160;-46.574150;Loja Física;2025-06-21;2025-04-19;28;35083;Não;
CLI-0394;Alma Farmácia de Manipulação;Farmácia;Mogi das Cruzes;Leste (fora RMSP central);08110-648;-23.520595;-46.194825;Marketplace;2026-03-03;2026-03-22;9;2795;Não;
CLI-0395;Bioforma Espaço Estético;Clínica Estética;Santo André;Sul (ABC);04300-539;-23.664013;-46.551241;Marketplace;2024-01-21;2025-08-15;22;93074;Sim;Retorno positivo
CLI-0396;Nutrivida House Nutrition;Loja de Suplementos;Santana;Norte;05490-495;-23.492112;-46.639059;Marketplace;2026-04-16;2024-07-25;26;4482;Não;
CLI-0397;Saúde Plena Sports Nutrition;Loja de Suplementos;São Miguel Paulista;Leste;02608-185;-23.506516;-46.454477;Marketplace;2026-03-17;2024-11-21;10;45706;Não;
CLI-0398;Renove Suplementos;Loja de Suplementos;Vila Ré;Leste;02734-036;-23.524994;-46.494082;Marketplace;2024-05-15;2025-08-07;17;8944;Sim;
CLI-0399;BemStar Clínica Nutricional;Nutricionista;Itaquaquecetuba;Leste (fora RMSP central);04965-256;-23.481151;-46.342009;Loja Física;2024-07-12;2025-05-12;17;11275;Não;
CLI-0400;Renove Distribuidora;Distribuidor de Suplementos;Campo Belo;Sul;;-23.633159;-46.667162;Indicação;2024-03-13;2024-11-12;15;1900;Sim;Retorno positivo
CLI-0401;Nutrivida Consultório Médico;Consultório Médico;Jabaquara;Sul;02878-577;-23.645492;-46.655734;Indicação;2025-04-06;2024-11-11;27;93378;Sim;Sem retorno
CLI-0402;Foco Atacado de Suplementos;Distribuidor de Suplementos;Santana;Norte;04676-501;-23.489409;-46.623120;Loja Física;2024-11-15;;0;0;Não;
CLI-0403;Saúde Plena Drogaria;Farmácia;Cotia;Oeste (fora RMSP central);02898-552;-23.594172;-46.925042;Distribuidor;2025-02-17;2025-06-04;20;809;Sim;
CLI-0404;Alma Nutrição;Nutricionista;Lapa;Oeste;03398-558;-23.538914;-46.694108;Distribuidor;2024-07-17;2025-11-14;29;110863;Sim;Retorno positivo
CLI-0405;Vitalis Atacado de Suplementos;Distribuidor de Suplementos;Guarulhos;Norte (fora RMSP central);03677-953;-23.471538;-46.527150;Loja Física;2025-06-12;2025-11-23;18;74305;Sim;Retorno positivo
CLI-0406;Prisma House Nutrition;Loja de Suplementos;Cotia;Oeste (fora RMSP central);04906-945;-23.604330;-46.932965;Marketplace;2025-12-18;2026-05-30;25;11488;Não;
CLI-0407;Bioforma House Nutrition;Loja de Suplementos;Santana;Norte;08018-147;-23.520158;-46.642044;Distribuidor;2026-06-04;2025-02-13;12;8344;Não;
CLI-0408;Novo Ciclo Studio Fitness;Academia / Personal Trainer;Tucuruvi;Norte;06343-634;-23.486145;-46.594597;distribuidor;2024-09-21;2026-02-23;8;5490;Sim;
CLI-0409;Cuidar Sports Nutrition;Loja de Suplementos;carapicuíba  ;Oeste (fora RMSP central);01381-775;-23.515257;-46.844356;Marketplace;2024-08-25;2025-09-18;21;35324;Não;
CLI-0410;BemStar Espaço Estético;Clínica Estética;Tatuapé;Leste;05171-828;-23.530561;-46.566052;Distribuidor;2024-05-04;2025-09-14;1;153;Não;
CLI-0411;Bioforma Clínica de Estética;Clínica Estética;Vila Ré;Leste;05639-861;-23.537758;-46.492662;Distribuidor;2023-11-23;2026-06-27;26;12861;Não;
CLI-0412;Bioforma House Nutrition;Loja de Suplementos;Moema;Sul;03054-404;-23.606128;-46.647907;Indicação;2024-03-08;2025-03-19;7;33190;Não;
CLI-0413;Foco Clínica Médica;Consultório Médico;Tatuapé;Leste;08765-051;-23.531254;-46.580769;Distribuidor;2024-06-08;2025-04-09;30;13562;Sim;Sem retorno
CLI-0414;Bioforma Consultório de Nutrição;Nutricionista;Tucuruvi;Norte;08963-440;-23.472690;-46.595120;Loja Física;2025-12-10;2024-08-07;21;8888;Não;
CLI-0415;Bioforma Clínica Médica;Consultório Médico;Vila Mariana;Sul;04042-182;-23.585776;-46.646963;Marketplace;2025-06-14;2026-05-13;21;73645;Sim;Retorno positivo
CLI-0416;Movimento Espaço Estético;Clínica Estética;Itaquera;Leste;03863-979;-23.533655;-46.451108;Indicação;2024-08-13;2024-08-30;8;21137;Não;
CLI-0417;Renove House Nutrition;Loja de Suplementos;Tucuruvi;Norte;05540-668;-23.464654;-46.616599;Marketplace;2024-12-05;2025-03-13;25;8001;Sim;Retorno positivo
CLI-0418;BemStar Clínica Nutricional;Nutricionista;Guaianases;Leste;;-23.536897;-46.414215;Loja Física;2024-10-17;2025-06-15;25;10238;Não;
CLI-0419;Cuidar Nutrição;Nutricionista;Jabaquara;Sul;03564-519;-23.643018;-46.647073;Marketplace;2024-08-30;2025-01-12;15;6498;Sim;Retorno positivo
CLI-0420;Viva Farmácia;Farmácia;São Bernardo do Campo;Sul (ABC);02540-921;-23.707522;-46.564505;Distribuidor;2025-08-13;2025-03-06;30;11156;Sim;Aumentou pedido
CLI-0421;Prisma Studio Fitness;Academia / Personal Trainer;Santo Amaro;Sul;02522-002;-23.654209;-46.697115;Loja Física;2024-09-03;2024-09-24;22;2200;Sim;
CLI-0422;Bioforma Farmácia de Manipulação;Farmácia;Sé;Centro;07386-958;-23.564247;-46.617606;Indicação;2023-09-12;2026-04-04;13;6135;Sim;Sem retorno
CLI-0423;Vitalis Clínica de Estética;Clínica Estética;Guarulhos;Norte (fora RMSP central);08370-573;-23.442633;-46.545038;Loja Física;2025-01-14;2025-06-21;19;13267;Não;
CLI-0424;Novo Ciclo Distribuidora;Distribuidor de Suplementos;Ipiranga;Sul;03250-105;-23.588012;-46.605004;Indicação;2023-11-24;2025-08-30;15;9658;Sim;Sem retorno
CLI-0425;Alma Farmácia de Manipulação;Farmácia;Itaquera;Leste;05164-631;-23.531285;-46.439837;Marketplace;2024-09-07;2024-10-26;12;11275;Não;
CLI-0426;Bioforma Studio Fitness;Academia / Personal Trainer;Carapicuíba;Oeste (fora RMSP central);02417-451;-23.532588;-46.827828;Marketplace;2023-12-30;2026-03-07;15;30221;Não;
CLI-0427;Bioforma Studio Fitness;Academia / Personal Trainer;Pinheiros;Oeste;01471-328;-23.554894;-46.694084;Distribuidor;2024-07-13;2026-04-19;25;64113;Não;
CLI-0428;Essência Estética;Clínica Estética;Lapa;Oeste;02146-459;-23.528666;-46.717490;Loja Física;2024-09-30;2026-04-14;16;54149;Sim;Aumentou pedido
CLI-0429;Alma Consultório Médico;Consultório Médico;Diadema;Sul (ABC);05662-375;-23.682962;-46.611341;Marketplace;2023-07-09;2024-12-09;22;67581;Não;
CLI-0430;Cuidar Drogaria;Farmácia;Vila Mariana;Sul;06145-128;-23.599754;-46.636939;Indicação;2025-05-05;;0;0;Não;
CLI-0431;Pura Treinamento Funcional;Academia / Personal Trainer;Jabaquara;Sul;02047-719;-23.644259;-46.631963;Marketplace;2023-11-18;2025-07-16;21;10633;Sim;Retorno positivo
CLI-0432;Novo Ciclo Farmácia;Farmácia;Perus;Norte (fora RMSP central);05957-613;-23.391123;-46.742595;Marketplace;2025-04-24;;0;0;Não;
CLI-0433;Essência Clínica de Estética;Clínica Estética;Guarulhos;Norte (fora RMSP central);;-23.437292;-46.523357;Loja Física;2024-11-06;2024-08-03;13;53526;Não;
CLI-0434;Saúde Plena Consultório Médico;Consultório Médico;Sé;Centro;05450-283;-23.561176;-46.619212;Loja Física;2026-04-21;2025-12-22;9;9429;Não;
CLI-0435;Bioforma Clínica Médica;Consultório Médico;Jabaquara;Sul;04396-794;-23.631293;-46.638802;Loja Física;2026-04-02;2025-08-27;8;1074;Sim;Sem retorno
CLI-0436;Cuidar Treinamento Funcional;Academia / Personal Trainer;Cotia;Oeste (fora RMSP central);06822-307;-23.598216;-46.934092;Distribuidor;2025-10-06;2024-08-28;27;21855;Não;
CLI-0437;Ápice Clínica de Estética;Clínica Estética;Bela Vista;Centro;;-23.559935;-46.662039;Distribuidor;2025-03-21;2026-04-06;27;11056;Sim;Retorno positivo
CLI-0438;Prisma House Nutrition;Loja de Suplementos;Carapicuíba;Oeste (fora RMSP central);01142-419;-23.533352;-46.830338;Marketplace;2025-03-03;2026-07-02;28;442;Não;
CLI-0439;Pura Clínica Nutricional;Nutricionista;Diadema;Sul (ABC);06339-052;-23.699598;-46.625793;distribuidor;2026-04-12;;0;0;Não;
CLI-0440;Bioforma Studio Fitness;Academia / Personal Trainer;Pinheiros;Oeste;04438-899;-23.576138;-46.685371;Distribuidor;2025-08-06;;0;0;Não;
CLI-0441;Viva Consultório Médico;Consultório Médico;Carapicuíba;Oeste (fora RMSP central);05316-046;-23.512480;-46.836698;Indicação;2026-01-24;;0;0;Não;
CLI-0442;Raiz Distribuidora;Distribuidor de Suplementos;Mogi das Cruzes;Leste (fora RMSP central);08393-008;-23.508299;-46.193703;Indicação;2025-03-19;2025-10-11;4;21554;Não;
CLI-0443;BemStar Clínica Médica;Consultório Médico;Tucuruvi;Norte;05777-439;-23.491644;-46.606253;Distribuidor;2025-06-10;2025-05-26;5;32014;Sim;Retorno positivo
CLI-0444;Pura Studio Fitness;Academia / Personal Trainer;Santo Amaro;Sul;05978-253;-23.639625;-46.712759;Marketplace;2023-11-03;2026-02-05;26;12673;Não;
CLI-0445;Essência Atacado de Suplementos;Distribuidor de Suplementos;Mogi das Cruzes;Leste (fora RMSP central);01162-113;-23.511212;-46.185830;Loja Física;2023-12-17;2025-11-15;26;868;Não;
CLI-0446;Bioforma Clínica Nutricional;Nutricionista;Carapicuíba;Oeste (fora RMSP central);07400-917;-23.527662;-46.823452;Indicação;2023-07-22;2026-06-11;14;56954;Não;
CLI-0447;Harmonia Consultório Médico;Consultório Médico;Pinheiros;Oeste;08393-620;-23.578001;-46.704297;Indicação;2025-12-05;2026-03-18;26;32355;Não;
CLI-0448;Novo Ciclo Clínica Médica;Consultório Médico;Santo André;Sul (ABC);04012-825;-23.652877;-46.547990;Marketplace;2026-05-30;2026-01-03;3;23057;Não;
CLI-0449;Raiz Clínica Nutricional;Nutricionista;Tucuruvi;Norte;06352-473;-23.481788;-46.587101;Indicação;2024-04-26;2026-03-19;9;31225;Sim;Aumentou pedido
CLI-0450;Origem Studio Fitness;Academia / Personal Trainer;Jabaquara;Sul;08691-214;-23.642125;-46.632243;Indicação;2025-08-22;2026-07-04;14;2820;Sim;
CLI-0451;Harmonia Clínica Nutricional Unidade 2;Nutricionista;Osasco;Oeste (fora RMSP central);08658-321;-23.523426;-46.775421;Loja Física;2024-02-16;2024-11-17;9;7502;Não;
CLI-0452;Foco  Suplementos;Loja de Suplementos;Itaquera;Leste;;-23.532667;-46.451242;Indicação;2026-01-04;2026-03-08;5;1707;Não;
CLI-0453;Vitalis Sports Nutrition Ltda;Loja de Suplementos;Cotia;Oeste (fora RMSP central);08842-415;-23.618242;-46.920161;Marketplace;2023-07-17;;1;2800;Não;
CLI-0454;Pura Atacado de Suplementos  ;Distribuidor de Suplementos;Perus;Norte (fora RMSP central);;-23.397653;-46.757411;Loja Física;2023-10-11;2025-01-21;1;500;Não;
